"Student_Code","Semester","major_name","Major_ID","Campus_Code","term_name","Term_ID","Status"
"PH23599","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23599","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23607","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23607","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23607","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23612","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23612","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23612","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23613","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23613","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23613","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23623","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23623","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23623","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23624","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23624","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23624","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23628","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23628","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23628","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23630","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23630","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23630","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23632","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23632","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23632","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23638","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23638","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23638","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23652","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23652","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23652","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23666","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23666","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23666","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH23667","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23667","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23667","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23671","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23671","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23671","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23671","3","Lập trình máy tính","14","ph","Fall 2022","50","TN2"
"PH23671","3","Lập trình máy tính","14","ph","Spring 2023","51","THO"
"PH23675","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23675","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23675","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23682","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23682","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23682","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH23684","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23684","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23684","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23694","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23694","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23694","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23694","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","TN2"
"PH23694","3","Ứng dụng phần mềm","12","ph","Spring 2023","51","HL"
"PH23694","3","Ứng dụng phần mềm","12","ph","Summer 2023","52","THO"
"PH23695","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23695","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23695","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23697","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23697","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23697","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23697","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","THO"
"PH23701","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23701","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23701","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23702","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23702","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23702","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23703","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23703","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23703","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23704","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23704","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23704","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23704","3","Thiết kế trang web","16","ph","Fall 2022","50","TN1"
"PH23704","3","Thiết kế trang web","16","ph","Spring 2023","51","TN"
"PH23704","3","Thiết kế trang web","16","ph","Summer 2023","52","THO"
"PH23705","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23705","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23705","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23714","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23714","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23714","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23717","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23717","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23717","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23727","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23727","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23727","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23730","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23730","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23730","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23736","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23736","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23736","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23737","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23737","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23737","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23738","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23738","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23738","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH23738","3","Ứng dụng phần mềm","13","ph","Fall 2022","50","TN1"
"PH23738","3","Ứng dụng phần mềm","13","ph","Spring 2023","51","TN"
"PH23738","3","Ứng dụng phần mềm","13","ph","Summer 2023","52","THO"
"PH23741","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23741","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23741","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23742","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23742","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23742","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23742","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","THO"
"PH23748","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23748","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23748","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23753","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23753","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23753","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23754","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23754","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23754","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23759","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23759","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23759","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23759","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","TN1"
"PH23759","3","Ứng dụng phần mềm","12","ph","Spring 2023","51","TN"
"PH23759","3","Ứng dụng phần mềm","12","ph","Summer 2023","52","THO"
"PH23769","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23769","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23769","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23769","3","Lập trình máy tính","14","ph","Fall 2022","50","TN2"
"PH23769","3","Lập trình máy tính","14","ph","Spring 2023","51","HL"
"PH23769","3","Lập trình máy tính","14","ph","Summer 2023","52","THO"
"PH23771","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23771","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23771","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23773","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23773","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23773","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23773","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","THO"
"PH23775","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23775","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23775","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23777","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23777","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23777","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23777","3","Lập trình máy tính","14","ph","Fall 2022","50","THO"
"PH23780","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23780","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23780","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23790","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23790","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23790","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23792","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23792","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23792","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23793","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23793","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23793","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23794","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23794","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23794","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23797","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23797","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23797","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23799","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23799","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23799","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23799","3","Thiết kế trang web","16","ph","Fall 2022","50","TN1"
"PH23800","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23800","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23800","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23803","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23803","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23803","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23805","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23805","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23805","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23807","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23807","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23807","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23815","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23815","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23815","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23818","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23818","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23818","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23819","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23819","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23819","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23823","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23823","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23823","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23825","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23825","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23825","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23826","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23826","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23826","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH23840","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23840","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23840","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23841","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23841","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23841","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23844","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23844","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23844","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23845","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23845","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23845","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23847","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23847","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23847","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23847","3","Lập trình máy tính","14","ph","Fall 2022","50","THO"
"PH23848","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23848","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23848","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23849","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23849","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23849","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23851","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23851","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23851","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23857","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23857","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23857","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23857","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","TN1"
"PH23858","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23858","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23858","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23859","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23859","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23859","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23860","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23860","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23860","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23861","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23861","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23861","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23865","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23865","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23865","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23865","3","Lập trình máy tính","14","ph","Fall 2022","50","THO"
"PH23869","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23869","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23869","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23871","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23871","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23871","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23874","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23874","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23874","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23876","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23876","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23876","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23882","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23882","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23882","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23896","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23896","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23896","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23897","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23897","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23897","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23902","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23902","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23902","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23902","3","Lập trình máy tính","14","ph","Fall 2022","50","TN1"
"PH23902","3","Lập trình máy tính","14","ph","Spring 2023","51","THO"
"PH23903","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23903","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23903","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23908","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23908","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23908","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23910","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23910","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23910","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23912","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23912","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23912","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23922","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23922","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23922","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23923","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23923","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23923","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH23924","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23924","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23924","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23937","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23937","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23937","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23939","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23939","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23939","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23941","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23941","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23941","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23943","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23943","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23943","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23944","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23944","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23944","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23945","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23945","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23945","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23947","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23947","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23947","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH23949","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH23949","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH23949","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH23949","3","Lập trình máy tính","14","ph","Fall 2022","50","THO"
"PH23953","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23953","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23953","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23962","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23962","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23962","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23963","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23963","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23963","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23963","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","THO"
"PH23964","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH23964","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH23964","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH23970","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH23970","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH23970","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH23972","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
