"major","specialized_major","curriculum_id","period_name","subject_name","subject_code","num_of_credit"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 3","Lập trình Java 3","SOF203","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 3","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 3","Thiết lập và quản trị mạng máy tính","COM1032","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 4","Nhập môn kỹ thuật phần mềm","SOF102","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 4","Dự án 1 - Ứng dụng Công nghệ thông tin","PRO104","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 4","Lập trình Java 4","SOF301","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 4","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 5","Điện toán đám mây","INF205","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 5","Lập trình Java 5","SOF302","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 5","Kiểm thử cơ bản","SOF303","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 5","Quản trị Server","COM2043","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 6","Lập trình Struts","SOF305","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 6","Kỹ năng làm việc","SKI2015","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 6","Kiểm thử nâng cao","SOF304","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 6","Quản lý dự án với phần mềm Agile","MOB104","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 7","Pháp luật","VIE1024","2"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 7","Dự án 2 - Ứng dụng công nghệ thông tin","PRO211","4"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","296","HK 7","Chính trị","VIE1014","0"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 1","Tin học cơ sở","COM1012","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 1","Tiếng Anh 1.1","ENT1123","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 1","Kỹ năng học tập","SKI1012","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 1","Tin học văn phòng","COM1022","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 1","Thiết kế hình ảnh với Photoshop","MUL1013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 2","Tiếng Anh 1.2","ENT1223","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 2","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 2","Lập trình Java 1","MOB1013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 3","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 3","Lập trình PHP 1","WEB2013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 3","Thiết kế Layout trang Web","WEB1032","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 3","Thiết kế minh họa với Illustrator","MUL1023","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 4","Thiết kế đa truyền thông với Flash","MUL2013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 4","Quản trị website","WEB1022","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 4","Dự án 1 - Tin","PRO1013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 4","Lập trình PHP 2","WEB3013","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 5","Kỹ thuật trình bày nội dung Web","WEB2022","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 5","Lập trình PHP 3","WEB401","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 5","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 5","Hệ thống quản trị nội dung Web (Joomla)","WEB2032","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 6","Lập trình JavaScript nâng cao","WEB206","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 6","Front-End Frameworks","WEB207","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 6","Kỹ năng làm việc","SKI2015","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 7","Chính trị","VIE1014","0"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 7","Pháp luật","VIE1024","2"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Thiết kế trang Web","297","HK 7","Dự án 2  - Thiết kế trang Web","PRO2014","4"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 1","Tin học văn phòng","COM1022","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 1","Thiết kế hình ảnh với Photoshop","MUL1014","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 1","Tin học cơ sở","COM1012","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 1","Tiếng Anh 1.1","ENT1123","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 2","Lập trình Java 1","MOB1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 2","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 2","Tiếng Anh 1.2","ENT1223","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 3","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 3","Lập trình Android cơ bản","MOB1032","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 3","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 4","Dự án 1 - Lập trình Mobile","PRO112","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 4","Lập trình Android nâng cao","MOB201","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 4","Thiết kế giao diện trên Android","MOB202","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 4","Kiểm thử và triển khai ứng dụng Android","MOB203","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 5","Lập trình game 2D","MOB305","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 5","Quản lý dự án với phần mềm Agile","MOB104","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 5","Lập trình Mobile đa nền tảng","MOB306","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 5","Mobile Marketing","MOB307","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 6","Kỹ năng làm việc","SKI2015","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 6","Lập trình game 2D nâng cao","MOB401","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 6","Lập trình server cho Android","MOB402","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 6","Android Networking","MOB403","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 7","Pháp luật","VIE1024","2"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 7","Dự án 2 - Lập trình Mobile","PRO205","4"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","298","HK 7","Chính trị","VIE1014","0"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 1","Thiết kế hình ảnh với Photoshop","MUL1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 1","Tiếng Anh 1.1","ENT1123","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 1","Tin học cơ sở","COM1012","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 1","Tin học văn phòng","COM1022","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 2","Lập trình Java 1","MOB1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 2","Tiếng Anh 1.2","ENT1223","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 2","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 3","Thiết lập và quản trị mạng máy tính","COM1032","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 3","Lập trình Java 3","SOF203","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 3","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 4","Nhập môn kỹ thuật phần mềm","SOF102","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 4","Dự án 1 - Ứng dụng Công nghệ thông tin","PRO104","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 4","Lập trình Java 4","SOF301","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 4","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 5","Điện toán đám mây","INF205","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 5","Lập trình Java 5","SOF302","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 5","Kiểm thử cơ bản","SOF303","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 5","Quản trị Server","COM2043","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 6","Lập trình Struts","SOF305","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 6","Kiểm thử nâng cao","SOF304","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 6","Quản lý dự án với phần mềm Agile","MOB104","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 6","Kỹ năng làm việc","SKI2015","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 7","Chính trị","VIE1014","0"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 7","Pháp luật","VIE1024","2"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 7","Dự án 2 - Ứng dụng công nghệ thông tin","PRO211","4"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","303","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 1","Thiết kế hình ảnh với Photoshop","MUL1014","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 1","Tin học cơ sở","COM1012","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 1","Tiếng Anh 1.1","ENT1123","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 1","Tin học văn phòng","COM1022","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 2","Tiếng Anh 1.2","ENT1223","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 2","Lập trình Java 1","MOB1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 2","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 3","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 3","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 3","Lập trình Android cơ bản","MOB1032","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 4","Kiểm thử và triển khai ứng dụng Android","MOB203","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 4","Dự án 1 - Lập trình Mobile","PRO112","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 4","Lập trình Android nâng cao","MOB201","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 4","Thiết kế giao diện trên Android","MOB202","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 5","Lập trình Mobile đa nền tảng","MOB306","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 5","Mobile Marketing","MOB307","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 5","Quản lý dự án với phần mềm Agile","MOB104","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 5","Lập trình game 2D","MOB305","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 6","Lập trình server cho Android","MOB402","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 6","Android Networking","MOB403","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 6","Lập trình game 2D nâng cao","MOB401","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 6","Kỹ năng làm việc","SKI2015","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 7","Chính trị","VIE1014","0"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 7","Dự án 2 - Lập trình Mobile","PRO205","4"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 7","Pháp luật","VIE1024","2"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","305","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 1","Tin học cơ sở","COM1012","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 1","Tin học văn phòng","COM1022","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 1","Thiết kế hình ảnh với Photoshop","MUL1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 1","Tiếng Anh 1.1","ENT1123","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 2","Lập trình Java 1","MOB1013","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 2","Tiếng Anh 1.2","ENT1223","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 2","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 3","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 3","Lập trình Java 3","SOF203","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 3","Thiết lập và quản trị mạng máy tính","COM1032","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 4","Lập trình Java 4","SOF301","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 4","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 4","Nhập môn kỹ thuật phần mềm","SOF102","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 4","Dự án 1 - Ứng dụng Công nghệ thông tin","PRO104","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 5","Điện toán đám mây","INF205","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 5","Lập trình Java 5","SOF302","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 5","Kiểm thử cơ bản","SOF303","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 5","Quản trị Server","COM2043","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 6","Kỹ năng làm việc","SKI2015","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 6","Quản lý dự án với phần mềm Agile","MOB104","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 6","Kiểm thử nâng cao","SOF304","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 6","Lập trình Struts","SOF305","3"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 7","Chính trị","VIE1015","5"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 7","Pháp luật","VIE1025","2"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 7","Dự án 2 - Ứng dụng công nghệ thông tin","PRO211","4"
"Công nghệ thông tin","Công nghệ thông tin (ứng dụng phần mềm)","308","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 1","Tin học cơ sở","COM1012","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 1","Tin học văn phòng","COM1022","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 1","Thiết kế hình ảnh với Photoshop","MUL1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 1","Tiếng Anh 1.1","ENT1123","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 2","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 2","Tiếng Anh 1.2","ENT1223","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 2","Lập trình Java 1","MOB1013","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 3","Tiếng Anh 2.1","ENT2123","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 3","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 3","Lập trình Android cơ bản","MOB1032","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 3","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 4","Dự án 1 - Lập trình Mobile","PRO112","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 4","Lập trình Android nâng cao","MOB201","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 4","Tiếng Anh 2.2","ENT2223","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 4","Thiết kế giao diện trên Android","MOB202","3"
"Công nghệ thông tin","Lập trình Máy tính(Lập trình Máy tính - Thiết bị di động)","310","HK 4","Kiểm thử và triển khai ứng dụng Android","MOB203","3"
